customer_id,suspicious_txn_count,total_suspicious_amount,avg_suspicious_amount,max_fraud_score
1887,1,3775.97,3775.97,3
82,1,1368.87,1368.87,3
1890,1,839.98,839.98,3
1911,1,3893.66,3893.66,3
78,1,1038.15,1038.15,3
1893,1,39.51,39.51,3
75,1,3422.96,3422.96,3
1902,1,3087.66,3087.66,3
67,1,3765.9,3765.9,3
63,1,1589.85,1589.85,3
62,1,846.16,846.16,3
57,1,2230.43,2230.43,3
52,1,2962.44,2962.44,3
1878,1,78152.27,78152.27,3
1874,1,62587.23,62587.23,3
86,1,5224.55,5224.55,3
1872,1,617.16,617.16,3
103,1,130244.32,130244.32,3
1838,1,214.15,214.15,3
1839,1,751.66,751.66,3
1842,1,49.23,49.23,3
100,1,760.67,760.67,3
95,1,179339.86,179339.86,3
94,1,1479.05,1479.05,3
1850,1,5660.16,5660.16,3
1852,1,1615.12,1615.12,3
1855,1,4209.45,4209.45,3
1857,1,454.13,454.13,3
1859,1,418.61,418.61,3
1861,1,637.18,637.18,3
1862,1,287.96,287.96,3
91,1,797.85,797.85,3
1864,1,64864.57,64864.57,4
89,1,69.1,69.1,3
88,1,93644.53,93644.53,3
1870,1,81568.07,81568.07,3
1910,1,122594.97,122594.97,4
50,1,4740.75,4740.75,3
1835,1,2690.57,2690.57,3
1981,1,259.16,259.16,3
1962,1,760.61,760.61,3
14,1,4895.68,4895.68,3
1965,1,136387.07,136387.07,3
1967,1,647.98,647.98,3
1968,1,603.59,603.59,3
1976,1,2423.84,2423.84,3
1977,1,163158.15,163158.15,4
1978,1,162.29,162.29,3
1980,1,678.9,678.9,3
9,1,4076.23,4076.23,3
1914,1,958.26,958.26,3
1984,1,2187.74,2187.74,3
1986,1,86.32,86.32,3
1988,1,100212.56,100212.56,3
1989,1,55543.37,55543.37,3
1990,1,163029.48,163029.48,4
1994,1,1193.0,1193.0,3
1995,1,2539.73,2539.73,3
1996,1,1788.31,1788.31,3
7,1,1977.44,1977.44,3
1960,1,242.14,242.14,3
20,1,851.64,851.64,3
1956,1,924.07,924.07,3
1955,1,179027.67,179027.67,3
46,1,10495.49,10495.49,3
1918,1,48.34,48.34,3
1920,1,907.6,907.6,3
1921,1,718.55,718.55,3
42,1,3524.34,3524.34,4
1924,1,1651.96,1651.96,3
41,1,68790.79,68790.79,3
1928,1,214.48,214.48,3
1929,1,978.81,978.81,3
34,1,269.96,269.96,3
33,1,494.12,494.12,3
31,1,122632.02,122632.02,3
1936,1,3293.42,3293.42,3
26,1,1033.69,1033.69,3
1943,1,606.68,606.68,3
25,1,1324.46,1324.46,3
1949,1,182.33,182.33,3
24,1,5999.86,5999.86,3
1954,1,3078.13,3078.13,3
1836,1,3874.66,3874.66,3
107,1,99.39,99.39,3
1659,1,524.56,524.56,3
174,1,3891.1,3891.1,3
1710,1,3964.19,3964.19,3
185,1,1530.71,1530.71,3
1716,1,416.65,416.65,3
182,1,6170.44,6170.44,3
1718,1,1220.19,1220.19,3
180,1,3040.01,3040.01,3
177,1,1858.04,1858.04,3
175,1,127890.67,127890.67,3
339,1,79034.14,79034.14,3
173,1,294.88,294.88,3
1745,1,92981.29,92981.29,3
168,1,4321.21,4321.21,3
166,1,1172.52,1172.52,3
165,1,822.28,822.28,3
1734,1,4280.63,4280.63,3
1735,1,178858.27,178858.27,3
164,1,5494.66,5494.66,3
163,1,60947.77,60947.77,3
1742,1,2350.97,2350.97,3
1743,1,82927.14,82927.14,3
1709,1,7128.31,7128.31,3
1708,1,4117.58,4117.58,3
1705,1,2326.93,2326.93,3
1701,1,349.28,349.28,3
1664,1,1503.97,1503.97,3
1667,1,2119.96,2119.96,3
1669,1,121157.17,121157.17,4
206,1,2121.58,2121.58,3
1672,1,6267.83,6267.83,3
1674,1,2464.81,2464.81,3
1677,1,902.26,902.26,3
200,1,3602.47,3602.47,3
197,1,204.21,204.21,3
1683,1,6421.9,6421.9,3
196,1,167698.31,167698.31,3
195,1,51.16,51.16,3
1688,1,3073.34,3073.34,3
1693,1,1525.77,1525.77,3
194,1,1756.12,1756.12,3
1697,1,623.04,623.04,3
1698,1,428.01,428.01,3
1699,1,2123.85,2123.85,3
1700,1,65701.31,65701.31,4
1744,1,2419.42,2419.42,3
1747,1,1322.51,1322.51,3
1830,1,1891.28,1891.28,3
119,1,3694.1,3694.1,3
135,1,5487.08,5487.08,3
130,1,177761.1,177761.1,4
1799,1,197607.0,197607.0,4
129,1,7368.45,7368.45,3
127,1,1070.11,1070.11,3
1803,1,408.07,408.07,3
1804,1,1153.75,1153.75,3
125,1,1780.39,1780.39,3
122,1,2688.76,2688.76,3
1812,1,1839.26,1839.26,3
1749,1,678.92,678.92,3
117,1,82210.17,82210.17,3
116,1,895.27,895.27,3
1816,1,1278.92,1278.92,3
1817,1,29.65,29.65,3
113,1,135739.61,135739.61,3
1820,1,72970.7,72970.7,6
108,1,4728.98,4728.98,3
1828,1,9715.72,9715.72,3
1829,1,77.74,77.74,3
136,1,1718.87,1718.87,3
1793,1,46.77,46.77,3
137,1,726.34,726.34,3
138,1,88.49,88.49,3
1750,1,187152.51,187152.51,3
1753,1,787.81,787.81,3
1756,1,1764.94,1764.94,3
1761,1,832.83,832.83,3
154,1,562.3,562.3,3
151,1,1501.43,1501.43,3
150,1,131483.78,131483.78,5
1766,1,106074.01,106074.01,3
1769,1,6945.83,6945.83,3
1770,1,404.02,404.02,3
1772,1,4209.58,4209.58,3
1774,1,232.64,232.64,3
144,1,116289.01,116289.01,3
1779,1,534.58,534.58,3
1783,1,1624.52,1624.52,3
1784,1,87424.57,87424.57,4
1785,1,1082.73,1082.73,3
139,1,518.14,518.14,3
1789,1,117.59,117.59,3
1435,1,131196.94,131196.94,3
366,1,496.79,496.79,3
341,1,127920.66,127920.66,4
609,1,317.61,317.61,3
581,1,122947.93,122947.93,3
953,1,1422.71,1422.71,3
954,1,5729.22,5729.22,3
580,1,138535.21,138535.21,4
956,1,3889.82,3889.82,3
578,1,1274.51,1274.51,3
960,1,2546.48,2546.48,3
961,1,183609.17,183609.17,3
962,1,657.87,657.87,3
965,1,187830.11,187830.11,3
970,1,923.83,923.83,3
570,1,328.29,328.29,3
972,1,95.41,95.41,3
975,1,195.85,195.85,3
976,1,79.16,79.16,3
977,1,570.95,570.95,3
979,1,41.91,41.91,3
567,1,24.82,24.82,3
566,1,4962.79,4962.79,3
563,1,453.85,453.85,3
983,1,320.7,320.7,3
951,1,211.41,211.41,3
947,1,69631.15,69631.15,5
944,1,1347.7,1347.7,3
592,1,1471.55,1471.55,3
602,1,426.75,426.75,3
600,1,843.39,843.39,3
599,1,2585.56,2585.56,3
909,1,2879.99,2879.99,3
910,1,1034.41,1034.41,3
912,1,1317.37,1317.37,3
913,1,196.97,196.97,3
596,1,169341.48,169341.48,3
594,1,220.54,220.54,3
590,1,40.56,40.56,3
941,1,1241.28,1241.28,3
927,1,295.52,295.52,3
928,1,1008.67,1008.67,3
931,1,124.02,124.02,3
932,1,2051.98,2051.98,3
589,1,2972.24,2972.24,3
936,1,527.88,527.88,3
938,1,149665.98,149665.98,3
587,1,130917.15,130917.15,3
940,1,313.95,313.95,3
984,1,370.15,370.15,3
985,1,1248.81,1248.81,3
562,1,234.44,234.44,3
529,1,188003.65,188003.65,3
1042,1,925.67,925.67,3
1043,1,118143.31,118143.31,6
533,1,1529.6,1529.6,3
1046,1,5477.86,5477.86,3
1047,1,57453.75,57453.75,3
1048,1,129.06,129.06,3
1049,1,464.14,464.14,3
532,1,1861.01,1861.01,3
1053,1,2116.23,2116.23,3
528,1,71865.46,71865.46,4
1038,1,2436.7,2436.7,3
527,1,4345.77,4345.77,3
1059,1,555.59,555.59,3
1060,1,3378.94,3378.94,3
1062,1,6176.22,6176.22,3
523,1,53088.82,53088.82,4
1064,1,4720.99,4720.99,3
522,1,4127.84,4127.84,3
520,1,8904.83,8904.83,3
1068,1,1388.65,1388.65,3
535,1,199072.03,199072.03,5
536,1,2497.63,2497.63,3
988,1,305.57,305.57,3
1011,1,62025.14,62025.14,3
990,1,3969.16,3969.16,3
561,1,916.22,916.22,3
993,1,1211.48,1211.48,3
994,1,513.83,513.83,3
556,1,5081.33,5081.33,3
1003,1,61869.47,61869.47,4
1005,1,1904.45,1904.45,3
1006,1,2302.27,2302.27,3
554,1,1824.28,1824.28,3
1012,1,1131.95,1131.95,3
537,1,184526.75,184526.75,3
1013,1,152341.66,152341.66,3
553,1,219.93,219.93,3
552,1,2039.39,2039.39,3
1017,1,3550.7,3550.7,3
1020,1,375.98,375.98,3
546,1,990.64,990.64,3
1027,1,127757.86,127757.86,3
1031,1,3579.13,3579.13,3
1033,1,739.7,739.7,3
605,1,774.23,774.23,3
899,1,293.78,293.78,3
1429,1,1316.49,1316.49,3
898,1,355.38,355.38,3
755,1,77.74,77.74,3
683,1,52065.83,52065.83,3
682,1,335.37,335.37,3
758,1,707.89,707.89,3
759,1,194015.8,194015.8,6
679,1,77709.37,77709.37,4
675,1,197251.36,197251.36,3
673,1,145978.71,145978.71,5
672,1,1112.59,1112.59,3
666,1,17.41,17.41,3
665,1,551.47,551.47,3
663,1,206.42,206.42,3
777,1,169.16,169.16,3
779,1,210.67,210.67,3
780,1,1088.73,1088.73,3
662,1,1495.03,1495.03,3
783,1,562.21,562.21,3
784,1,2824.62,2824.62,3
785,1,1751.96,1751.96,3
786,1,3568.75,3568.75,3
661,1,175182.76,175182.76,3
685,1,541.81,541.81,3
753,1,267.4,267.4,3
687,1,2373.92,2373.92,3
729,1,668.48,668.48,3
713,1,3959.53,3959.53,3
707,1,575.63,575.63,3
720,1,1698.94,1698.94,3
721,1,356.28,356.28,3
703,1,2963.91,2963.91,3
724,1,555.29,555.29,3
725,1,5248.05,5248.05,3
726,1,187992.53,187992.53,5
728,1,134.71,134.71,3
700,1,4242.31,4242.31,3
748,1,881.33,881.33,3
696,1,180957.0,180957.0,3
733,1,1443.3,1443.3,3
736,1,1093.58,1093.58,3
737,1,7386.73,7386.73,3
738,1,1859.01,1859.01,3
695,1,82266.4,82266.4,3
744,1,3443.32,3443.32,3
693,1,2688.87,2688.87,3
691,1,95299.5,95299.5,3
788,1,1953.21,1953.21,3
793,1,164.41,164.41,3
660,1,89592.76,89592.76,3
626,1,6583.29,6583.29,3
633,1,1930.79,1930.79,3
852,1,1182.46,1182.46,3
854,1,242.45,242.45,3
860,1,3459.51,3459.51,3
861,1,1223.32,1223.32,3
863,1,123281.59,123281.59,3
864,1,87088.87,87088.87,3
865,1,5653.14,5653.14,3
628,1,10325.15,10325.15,3
872,1,2341.82,2341.82,3
636,1,1185.69,1185.69,3
873,1,1471.34,1471.34,3
874,1,161457.65,161457.65,3
624,1,1979.81,1979.81,3
878,1,3809.22,3809.22,4
620,1,2027.37,2027.37,3
887,1,715.8,715.8,3
890,1,97.7,97.7,3
615,1,111.92,111.92,3
614,1,1396.54,1396.54,3
843,1,1183.14,1183.14,3
838,1,98848.97,98848.97,5
797,1,126696.53,126696.53,3
649,1,10.0,10.0,3
800,1,3671.03,3671.03,3
654,1,918.96,918.96,3
810,1,753.71,753.71,3
812,1,3265.9,3265.9,3
653,1,2662.16,2662.16,3
814,1,696.56,696.56,3
817,1,117984.69,117984.69,5
818,1,2455.22,2455.22,3
819,1,1260.94,1260.94,3
648,1,4601.24,4601.24,3
836,1,179386.41,179386.41,3
824,1,113212.05,113212.05,6
825,1,160143.47,160143.47,3
642,1,134273.48,134273.48,3
827,1,127636.62,127636.62,3
828,1,158336.23,158336.23,4
829,1,617.23,617.23,3
830,1,34.06,34.06,3
641,1,1128.72,1128.72,3
640,1,171891.87,171891.87,3
518,1,167545.54,167545.54,4
515,1,192571.86,192571.86,3
1075,1,75294.43,75294.43,5
1078,1,105109.17,105109.17,3
1297,1,415.62,415.62,3
1300,1,547.25,547.25,3
1301,1,3925.24,3925.24,3
1302,1,144798.11,144798.11,3
1303,1,510.77,510.77,3
1304,1,54653.25,54653.25,3
1305,1,2959.51,2959.51,3
399,1,25.18,25.18,3
398,1,84744.16,84744.16,3
1309,1,360.74,360.74,3
1310,1,2770.56,2770.56,3
395,1,4667.79,4667.79,4
393,1,830.86,830.86,3
1313,1,1727.0,1727.0,3
1314,1,691.74,691.74,3
1315,1,3443.42,3443.42,3
1316,1,100419.99,100419.99,3
1317,1,1094.19,1094.19,3
1318,1,1630.4,1630.4,3
1321,1,5546.09,5546.09,3
1322,1,93835.98,93835.98,3
1296,1,2326.55,2326.55,3
1294,1,476.37,476.37,3
1292,1,68060.41,68060.41,4
1275,1,1467.74,1467.74,3
1257,1,5476.39,5476.39,3
1258,1,1408.33,1408.33,3
1259,1,384.32,384.32,3
417,1,4030.18,4030.18,3
1261,1,827.67,827.67,3
1265,1,184.0,184.0,3
409,1,1344.27,1344.27,3
1271,1,937.5,937.5,3
1273,1,502.21,502.21,3
1276,1,3722.4,3722.4,3
1291,1,31.54,31.54,3
408,1,1673.19,1673.19,3
1279,1,1432.38,1432.38,3
1281,1,1445.26,1445.26,3
404,1,99485.2,99485.2,3
1285,1,2421.91,2421.91,3
1287,1,90.15,90.15,3
1288,1,504.48,504.48,3
1289,1,664.7,664.7,3
400,1,1026.35,1026.35,3
1323,1,1847.35,1847.35,3
1324,1,1087.97,1087.97,3
1329,1,123.11,123.11,3
1408,1,60.99,60.99,3
1391,1,1335.4,1335.4,3
358,1,4419.4,4419.4,3
1393,1,497.7,497.7,3
1396,1,2847.94,2847.94,3
1400,1,187804.82,187804.82,3
1402,1,1550.41,1550.41,3
1403,1,19.67,19.67,3
355,1,53998.49,53998.49,3
353,1,2612.37,2612.37,3
1409,1,113863.74,113863.74,3
1385,1,600.6,600.6,3
348,1,22.31,22.31,3
1413,1,147875.64,147875.64,4
1414,1,1107.05,1107.05,3
346,1,65816.68,65816.68,3
1417,1,613.87,613.87,3
1418,1,148720.03,148720.03,4
1420,1,2481.25,2481.25,3
1426,1,811.39,811.39,4
342,1,161804.36,161804.36,3
1388,1,65434.02,65434.02,6
359,1,1798.49,1798.49,3
388,1,3255.14,3255.14,3
1350,1,741.17,741.17,3
1331,1,531.37,531.37,3
1334,1,2605.13,2605.13,3
384,1,185703.14,185703.14,3
1337,1,329.93,329.93,3
381,1,1078.14,1078.14,3
380,1,4438.67,4438.67,3
379,1,92203.89,92203.89,3
1346,1,2270.27,2270.27,3
1347,1,126963.99,126963.99,3
1352,1,106297.72,106297.72,3
1382,1,1368.28,1368.28,3
374,1,3026.74,3026.74,3
372,1,3977.75,3977.75,3
1360,1,3881.19,3881.19,3
1361,1,1090.5,1090.5,3
711,1,2330.94,2330.94,3
1369,1,2281.71,2281.71,3
1370,1,132847.87,132847.87,5
1371,1,2425.4,2425.4,3
1381,1,3092.81,3092.81,3
419,1,133072.97,133072.97,3
422,1,69977.74,69977.74,3
1253,1,981.77,981.77,3
482,1,3344.42,3344.42,3
493,1,171.29,171.29,3
1119,1,868.75,868.75,3
488,1,3637.1,3637.1,3
1122,1,4286.6,4286.6,3
1123,1,2193.09,2193.09,3
486,1,154799.81,154799.81,3
1128,1,1762.91,1762.91,3
1130,1,1503.94,1503.94,3
1133,1,75445.85,75445.85,3
1136,1,63462.94,63462.94,3
1114,1,534.59,534.59,3
477,1,2712.59,2712.59,3
476,1,2661.9,2661.9,3
1140,1,1217.7,1217.7,3
475,1,2934.15,2934.15,3
1147,1,29.12,29.12,3
473,1,1229.84,1229.84,3
1152,1,344.06,344.06,3
471,1,262.14,262.14,3
469,1,77089.66,77089.66,3
1115,1,82.32,82.32,3
496,1,60389.63,60389.63,3
1160,1,684.72,684.72,3
504,1,32.28,32.28,3
1079,1,3631.54,3631.54,3
1082,1,2741.65,2741.65,4
510,1,1748.23,1748.23,3
509,1,598.08,598.08,3
1085,1,502.51,502.51,3
1086,1,1129.95,1129.95,3
1088,1,127708.26,127708.26,5
1090,1,89886.61,89886.61,4
505,1,1104.23,1104.23,3
1096,1,4397.78,4397.78,3
1112,1,261.58,261.58,3
503,1,806.43,806.43,3
500,1,772.4,772.4,3
1101,1,2230.48,2230.48,3
1103,1,924.47,924.47,3
1104,1,1406.61,1406.61,3
499,1,610.67,610.67,3
1107,1,3142.3,3142.3,3
1110,1,1485.98,1485.98,3
497,1,3247.63,3247.63,4
468,1,110834.83,110834.83,3
1164,1,4362.03,4362.03,3
426,1,121094.56,121094.56,3
1236,1,3534.46,3534.46,3
1215,1,151275.55,151275.55,3
1216,1,191262.8,191262.8,4
1222,1,12218.62,12218.62,3
1226,1,24.17,24.17,3
439,1,160589.44,160589.44,3
1229,1,1002.64,1002.64,3
1231,1,44.23,44.23,3
1233,1,1895.83,1895.83,3
436,1,54587.22,54587.22,3
433,1,874.99,874.99,3
1210,1,3795.36,3795.36,3
1238,1,129.21,129.21,3
1239,1,331.4,331.4,3
1240,1,2424.0,2424.0,3
1241,1,183.87,183.87,3
432,1,73885.38,73885.38,4
1243,1,91247.4,91247.4,4
1246,1,2305.35,2305.35,3
1247,1,130589.64,130589.64,3
427,1,9413.61,9413.61,3
443,1,1030.55,1030.55,3
1209,1,199013.23,199013.23,3
1166,1,56784.17,56784.17,3
1182,1,532.44,532.44,3
467,1,1145.41,1145.41,3
466,1,3095.68,3095.68,3
1170,1,5243.5,5243.5,3
1171,1,76197.5,76197.5,3
464,1,1087.54,1087.54,3
1173,1,65.92,65.92,3
1177,1,4208.1,4208.1,3
1179,1,1261.53,1261.53,3
1181,1,1063.3,1063.3,3
1183,1,6072.8,6072.8,3
1206,1,1772.37,1772.37,3
459,1,1621.98,1621.98,3
1188,1,2696.38,2696.38,3
1189,1,4293.38,4293.38,3
1190,1,205.58,205.58,3
1192,1,578.99,578.99,3
1193,1,2367.1,2367.1,3
1195,1,153.07,153.07,3
1196,1,968.75,968.75,3
449,1,2548.41,2548.41,3
1,1,114737.17,114737.17,3
