transaction_id,customer_id,merchant_id,transaction_time,amount,country,city,payment_method,status,device_id,ip_address,flag_high_amount,txn_count_10min,flag_velocity_10min,prev_txn_time_same_merchant,time_diff_min_same_merchant,flag_same_merchant_5min,flag_odd_hour,home_country,flag_location_change,is_failed,failed_count_15min,flag_failed_then_success,fraud_score,risk_level,fraud_reasons
TXN1047845,314,274,2025-01-30 03:02:50,1151.13,Singapore,Singapore,UPI,SUCCESS,24233,14.57.1.33,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1005572,315,164,2025-01-04 00:25:10,1952.06,Singapore,Singapore,NetBanking,SUCCESS,87473,210.110.191.89,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033839,316,221,2025-01-22 09:32:30,147460.18,USA,Dallas,UPI,SUCCESS,60037,139.51.45.61,1,1.0,0,2025-01-19 01:03:24,4829.1,0,0,India,1,0,0.0,0,5,High,"high_amount,location_change"
TXN1008084,317,211,2025-01-09 04:52:37,1138.85,UK,London,Debit Card,SUCCESS,34868,147.105.143.182,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1034928,318,154,2025-01-25 02:51:15,2275.7,UAE,Abu Dhabi,UPI,SUCCESS,56302,75.208.66.130,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043945,319,54,2025-01-09 07:53:09,108206.21,India,Pune,Credit Card,SUCCESS,43285,87.44.179.162,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1044539,320,68,2025-01-27 02:19:33,2040.37,Singapore,Singapore,Debit Card,SUCCESS,61289,15.217.45.9,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1028665,321,34,2025-01-05 00:17:06,2306.1,USA,Dallas,UPI,SUCCESS,28232,113.204.76.251,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1016252,323,52,2025-01-16 01:26:47,1456.84,UK,London,UPI,SUCCESS,23849,8.4.236.22,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1029665,324,68,2025-01-02 01:07:01,161.41,USA,New York,Debit Card,SUCCESS,87677,135.32.155.63,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1032613,324,178,2025-01-03 02:11:11,2456.57,Singapore,Singapore,UPI,SUCCESS,83534,27.45.62.169,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1026721,324,124,2025-01-17 02:16:04,3144.65,USA,San Francisco,UPI,SUCCESS,76891,130.84.59.123,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1014743,326,56,2025-01-30 04:28:40,1932.08,USA,Dallas,UPI,SUCCESS,93953,171.193.157.27,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1005602,327,256,2025-01-21 04:43:41,2081.62,UAE,Dubai,UPI,SUCCESS,75363,17.143.184.64,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1046261,328,38,2025-01-10 00:12:49,452.12,UK,Manchester,Credit Card,SUCCESS,85979,70.130.11.58,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1022452,331,139,2025-01-14 00:02:02,5910.48,Singapore,Singapore,UPI,SUCCESS,68629,242.50.56.67,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1035012,331,157,2025-01-30 00:24:03,84049.87,India,Pune,Wallet,SUCCESS,36315,234.251.64.244,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1047479,333,69,2025-01-29 00:27:49,2901.65,USA,San Francisco,Debit Card,SUCCESS,53223,75.79.52.141,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1005920,338,142,2025-01-17 02:22:31,168123.18,USA,Chicago,Credit Card,SUCCESS,97015,226.48.63.2,1,1.0,0,,,0,1,India,1,0,0.0,0,6,High,"high_amount,odd_hour,location_change"
TXN1020629,339,172,2025-01-14 15:05:39,79034.14,India,Pune,UPI,SUCCESS,90403,254.181.85.237,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1030825,340,220,2025-01-02 01:27:35,1773.64,UAE,Abu Dhabi,UPI,SUCCESS,33313,27.162.150.202,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1024433,340,111,2025-01-04 03:13:07,3538.24,Singapore,Singapore,Debit Card,SUCCESS,54515,59.103.193.204,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1045256,340,119,2025-01-30 02:01:10,451.94,UAE,Abu Dhabi,UPI,SUCCESS,88455,189.214.44.92,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043665,341,181,2025-01-14 01:54:50,127920.66,India,Pune,UPI,SUCCESS,27416,249.46.82.118,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1040262,342,112,2025-01-14 08:45:57,161804.36,India,Delhi,Debit Card,SUCCESS,51963,182.150.188.60,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1042030,343,298,2025-01-27 22:13:10,179783.17,India,Hyderabad,UPI,SUCCESS,57335,20.124.232.95,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1047507,343,29,2025-01-31 00:48:43,167578.63,India,Mumbai,Debit Card,SUCCESS,17765,206.69.211.63,1,1.0,0,2025-01-16 21:54:13,20334.5,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1021843,344,68,2025-01-05 01:44:15,1212.69,UK,Manchester,UPI,SUCCESS,69814,104.248.233.10,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1015819,344,96,2025-01-20 01:56:52,833.52,USA,Chicago,UPI,SUCCESS,83689,161.30.216.152,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1030839,345,258,2025-01-30 03:00:00,4964.45,UAE,Abu Dhabi,UPI,SUCCESS,82827,100.139.111.144,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1040244,345,179,2025-01-30 03:03:00,1214.65,UAE,Dubai,Credit Card,SUCCESS,80563,55.195.156.158,0,3.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1034205,345,184,2025-01-30 03:06:00,811.72,USA,Chicago,Credit Card,SUCCESS,21871,189.185.86.66,0,4.0,1,,,0,1,India,1,0,0.0,0,5,High,"velocity_10min,odd_hour,location_change"
TXN1000175,345,149,2025-01-30 03:07:00,1382.37,India,Pune,UPI,SUCCESS,86033,205.52.80.84,0,5.0,1,2025-01-25 05:29:42,7057.3,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1025237,345,67,2025-01-30 03:09:00,1273.01,India,Pune,Credit Card,SUCCESS,60751,73.6.183.181,0,6.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1019639,346,54,2025-01-15 19:07:51,65816.68,India,Pune,UPI,SUCCESS,49932,252.67.252.135,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1008534,348,75,2025-01-23 03:28:57,22.31,USA,New York,UPI,SUCCESS,20513,168.225.79.252,0,1.0,0,2025-01-23 01:52:32,96.41666666666667,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1022843,350,299,2025-01-24 00:34:54,1928.1,UK,Manchester,Debit Card,SUCCESS,85363,192.62.89.116,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1045498,350,162,2025-01-31 01:12:05,1047.18,UK,Manchester,UPI,SUCCESS,32697,58.238.244.38,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043944,351,61,2025-01-14 00:03:17,4548.94,UAE,Abu Dhabi,UPI,SUCCESS,77320,90.115.81.31,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1020346,351,269,2025-01-27 02:33:14,737.42,USA,Chicago,UPI,SUCCESS,39332,119.86.135.72,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033564,353,267,2025-01-26 02:16:46,2612.37,Singapore,Singapore,NetBanking,SUCCESS,33930,141.148.132.128,0,1.0,0,2025-01-13 00:11:04,18845.7,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1032482,355,34,2025-01-07 07:48:17,53998.49,India,Bangalore,UPI,SUCCESS,63833,52.119.96.185,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1027047,356,163,2025-01-13 03:17:51,1211.53,UAE,Abu Dhabi,UPI,SUCCESS,84580,12.119.137.2,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1001561,356,258,2025-01-30 04:32:50,111050.39,India,Delhi,UPI,SUCCESS,31254,71.56.140.51,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1012654,357,290,2025-01-09 01:30:00,796.28,Singapore,Singapore,Debit Card,SUCCESS,63885,50.85.225.101,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1021637,357,99,2025-01-13 01:07:12,862.95,USA,New York,UPI,SUCCESS,98678,38.86.130.133,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1040420,358,21,2025-01-24 03:53:47,4419.4,UK,London,UPI,SUCCESS,87438,167.197.78.135,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012775,359,29,2025-01-03 00:41:27,1798.49,UAE,Abu Dhabi,Debit Card,SUCCESS,31816,140.192.92.112,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1045551,360,45,2025-01-12 01:32:42,3084.21,USA,San Francisco,NetBanking,SUCCESS,31194,231.170.116.56,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1018107,360,13,2025-01-30 04:30:32,374.94,Singapore,Singapore,Debit Card,SUCCESS,21255,49.126.149.1,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1003228,361,151,2025-01-06 02:46:15,2162.33,USA,New York,UPI,SUCCESS,66522,85.51.116.200,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1041836,361,101,2025-01-23 04:21:47,4057.31,Singapore,Singapore,UPI,SUCCESS,86450,34.85.64.43,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1022322,363,214,2025-01-12 01:23:58,192537.77,India,Delhi,Credit Card,SUCCESS,74344,201.209.2.147,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1006319,363,172,2025-01-15 02:37:03,6524.75,Singapore,Singapore,UPI,SUCCESS,48192,25.232.151.58,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1045569,364,132,2025-01-09 01:54:56,1121.04,UAE,Dubai,Credit Card,SUCCESS,72682,136.79.30.227,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1002031,364,180,2025-01-30 01:18:18,334.23,UAE,Dubai,UPI,SUCCESS,95520,113.155.23.12,0,1.0,0,2025-01-23 19:11:30,9006.8,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1031140,365,29,2025-01-01 03:53:53,192788.1,India,Delhi,UPI,SUCCESS,88419,105.83.12.61,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1013949,365,39,2025-01-04 03:31:57,1716.26,USA,Chicago,UPI,SUCCESS,50277,244.93.248.199,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1046367,366,291,2025-01-20 01:39:49,496.79,USA,Dallas,Debit Card,SUCCESS,70274,111.34.98.233,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1045133,368,13,2025-01-01 16:10:20,50936.39,India,Pune,Credit Card,SUCCESS,59241,21.28.149.106,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1047284,368,73,2025-01-23 02:04:54,3283.72,USA,New York,UPI,SUCCESS,86787,7.211.44.62,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012049,371,225,2025-01-10 00:35:49,3325.89,UK,London,UPI,SUCCESS,84370,26.101.253.186,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1029043,371,204,2025-01-12 01:27:32,1024.11,UAE,Abu Dhabi,UPI,SUCCESS,47110,152.13.58.102,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1010877,372,229,2025-01-27 01:22:07,3977.75,UK,Manchester,UPI,SUCCESS,23258,62.1.15.225,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1001012,374,128,2025-01-05 01:34:30,3026.74,Singapore,Singapore,UPI,SUCCESS,80001,212.178.68.45,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1031310,375,217,2025-01-13 02:57:51,921.98,UAE,Abu Dhabi,UPI,SUCCESS,26910,198.91.242.101,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1002677,375,191,2025-01-31 01:38:08,49.73,UAE,Dubai,Credit Card,SUCCESS,28673,109.63.178.189,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1040663,376,123,2025-01-08 04:14:48,1709.31,UK,London,NetBanking,SUCCESS,34262,202.43.240.85,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1004040,376,57,2025-01-30 01:57:10,1573.49,UAE,Abu Dhabi,UPI,SUCCESS,35505,53.134.122.122,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1041088,377,23,2025-01-11 08:35:46,120660.66,India,Pune,UPI,SUCCESS,20561,93.236.144.197,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1041510,377,214,2025-01-28 02:21:10,899.14,Singapore,Singapore,NetBanking,SUCCESS,17110,253.235.194.220,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043634,379,142,2025-01-28 17:55:16,92203.89,India,Delhi,UPI,SUCCESS,39906,214.202.245.209,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1006856,380,94,2025-01-21 04:46:03,4438.67,USA,New York,NetBanking,FAILED,29927,31.211.65.183,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1022286,381,20,2025-01-11 00:23:11,1078.14,UK,Manchester,NetBanking,SUCCESS,27054,199.167.247.16,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1004036,382,109,2025-01-07 03:04:00,3873.74,UAE,Dubai,UPI,SUCCESS,34565,39.184.31.205,0,3.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1021364,382,57,2025-01-07 03:05:00,1248.31,USA,New York,UPI,SUCCESS,66531,159.125.65.32,0,4.0,1,,,0,1,India,1,0,0.0,0,5,High,"velocity_10min,odd_hour,location_change"
TXN1003769,382,97,2025-01-07 03:07:00,2046.93,India,Delhi,Debit Card,SUCCESS,38849,207.244.34.82,0,6.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1045073,382,197,2025-01-07 03:07:00,3928.66,India,Mumbai,UPI,SUCCESS,19637,7.228.25.56,0,5.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1022002,382,257,2025-01-07 03:08:00,1777.07,India,Hyderabad,Debit Card,SUCCESS,24517,241.44.214.19,0,7.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1047211,382,106,2025-01-28 01:33:12,478.53,UK,London,Wallet,SUCCESS,31999,187.167.156.104,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1025994,384,109,2025-01-09 14:16:06,185703.14,India,Mumbai,Debit Card,SUCCESS,48728,39.172.57.197,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1034864,386,14,2025-01-04 00:12:22,2801.99,UK,London,UPI,SUCCESS,19640,112.62.200.76,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1019503,386,85,2025-01-07 01:23:31,3961.16,Singapore,Singapore,NetBanking,SUCCESS,57626,181.140.224.54,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1016808,387,112,2025-01-02 02:25:11,3784.53,USA,Dallas,Debit Card,SUCCESS,83554,116.52.26.134,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1014751,387,213,2025-01-18 01:53:21,2669.65,UAE,Dubai,UPI,SUCCESS,95213,159.210.206.25,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1014844,387,291,2025-01-20 02:37:57,4384.93,USA,San Francisco,Debit Card,SUCCESS,54862,22.174.163.131,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033727,387,208,2025-01-21 01:03:45,5871.87,UK,Manchester,UPI,SUCCESS,63005,48.154.132.105,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1000065,388,45,2025-01-26 01:21:30,3255.14,USA,Chicago,UPI,SUCCESS,75570,3.241.96.164,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1028642,389,155,2025-01-15 04:44:22,6465.85,USA,New York,UPI,SUCCESS,15827,158.154.113.9,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1049289,389,240,2025-01-29 05:21:59,188619.18,India,Mumbai,UPI,SUCCESS,15875,76.82.62.225,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1049438,390,120,2025-01-05 01:17:41,510.17,UAE,Dubai,UPI,FAILED,51323,199.74.3.171,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1048184,390,256,2025-01-24 03:23:58,213.7,USA,Chicago,UPI,SUCCESS,50742,37.44.143.197,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1037633,393,76,2025-01-26 04:16:30,830.86,UAE,Abu Dhabi,UPI,SUCCESS,48066,173.200.225.108,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1011958,395,4,2025-01-24 09:08:00,4667.79,UK,Manchester,UPI,SUCCESS,74321,242.71.134.84,0,4.0,1,,,0,0,India,1,0,0.0,0,4,Medium,"velocity_10min,location_change"
TXN1020296,396,150,2025-01-05 03:30:40,2772.17,UK,Manchester,UPI,SUCCESS,88337,3.252.97.122,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1011974,396,267,2025-01-19 06:36:30,69542.67,India,Delhi,Debit Card,SUCCESS,47487,23.181.150.151,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1017673,396,294,2025-01-22 03:58:28,3088.73,UAE,Dubai,UPI,SUCCESS,40405,69.28.226.94,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1041266,397,82,2025-01-10 00:01:05,59886.87,India,Bangalore,UPI,SUCCESS,23798,129.67.1.71,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1018014,397,251,2025-01-11 03:00:05,1297.41,UK,Manchester,NetBanking,SUCCESS,26763,178.145.46.132,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1025983,397,186,2025-01-13 14:54:58,149918.18,India,Delhi,UPI,SUCCESS,75979,71.97.175.182,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1023501,398,93,2025-01-14 21:36:09,84744.16,India,Hyderabad,Wallet,SUCCESS,85450,58.73.159.247,1,1.0,0,2025-01-11 04:18:43,5357.433333333333,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1027315,399,1,2025-01-13 04:47:21,25.18,USA,New York,UPI,SUCCESS,93724,171.198.225.123,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033074,400,268,2025-01-30 01:01:41,1026.35,Singapore,Singapore,Debit Card,SUCCESS,41771,246.181.93.86,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1005127,401,63,2025-01-05 02:34:40,856.81,USA,Dallas,Credit Card,SUCCESS,36852,213.244.76.133,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012811,401,33,2025-01-10 01:12:58,1913.95,UAE,Abu Dhabi,NetBanking,SUCCESS,38521,155.141.129.21,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1036716,404,1,2025-01-28 15:08:55,99485.2,India,Bangalore,UPI,SUCCESS,58311,67.81.184.195,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1018078,405,59,2025-01-02 02:55:01,74.29,UK,London,Credit Card,SUCCESS,60992,14.247.60.202,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1031217,405,281,2025-01-24 02:11:21,184833.28,India,Delhi,NetBanking,SUCCESS,88627,177.48.232.39,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1001901,406,62,2025-01-05 01:42:03,493.38,UAE,Abu Dhabi,Wallet,SUCCESS,80715,19.211.97.69,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1024534,406,109,2025-01-08 00:07:00,2675.92,UAE,Abu Dhabi,UPI,SUCCESS,29828,108.127.217.196,0,4.0,1,,,0,1,India,1,0,1.0,0,5,High,"velocity_10min,odd_hour,location_change"
TXN1039658,408,220,2025-01-23 00:32:35,1673.19,UAE,Dubai,UPI,SUCCESS,52948,149.97.183.133,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1019714,409,89,2025-01-17 00:54:21,1344.27,UAE,Abu Dhabi,Credit Card,SUCCESS,14246,128.89.181.110,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1028576,411,24,2025-01-04 03:55:32,122.18,USA,San Francisco,UPI,SUCCESS,54249,69.90.67.253,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012874,411,248,2025-01-11 13:52:39,145364.14,USA,Chicago,UPI,SUCCESS,49922,71.210.145.86,1,1.0,0,,,0,0,India,1,0,0.0,0,5,High,"high_amount,location_change"
TXN1033514,411,28,2025-01-25 00:10:08,903.54,UAE,Abu Dhabi,Credit Card,SUCCESS,63970,147.210.45.216,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1021915,412,261,2025-01-01 04:42:49,1126.23,Singapore,Singapore,Debit Card,SUCCESS,68715,38.20.45.239,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1037084,412,199,2025-01-03 00:16:49,6364.88,Singapore,Singapore,UPI,SUCCESS,72046,102.92.223.88,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1017864,412,118,2025-01-20 02:21:50,2671.25,Singapore,Singapore,UPI,SUCCESS,18826,11.46.160.130,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1036626,414,144,2025-01-09 02:10:07,692.06,Singapore,Singapore,UPI,FAILED,17508,22.149.218.243,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1038103,414,232,2025-01-19 03:29:36,596.87,UAE,Abu Dhabi,UPI,SUCCESS,38896,94.193.125.229,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1049093,415,137,2025-01-07 02:39:18,1156.01,UAE,Abu Dhabi,Debit Card,SUCCESS,14452,8.28.62.148,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012567,415,251,2025-01-09 04:27:24,32.83,UK,London,UPI,SUCCESS,70635,119.217.15.210,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1037136,416,79,2025-01-08 00:19:48,1079.34,UAE,Dubai,UPI,SUCCESS,15505,109.94.133.135,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1007194,416,288,2025-01-08 01:03:04,3129.32,UAE,Dubai,UPI,SUCCESS,56356,236.147.33.65,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1007156,417,113,2025-01-05 00:28:52,4030.18,Singapore,Singapore,NetBanking,SUCCESS,23858,181.84.94.93,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1024200,419,193,2025-01-24 18:11:14,133072.97,India,Bangalore,UPI,FAILED,45899,138.16.11.33,1,1.0,0,,,0,0,India,0,1,1.0,0,3,Medium,high_amount
TXN1008595,420,297,2025-01-15 02:25:15,8038.77,UAE,Abu Dhabi,NetBanking,SUCCESS,42828,5.215.181.38,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1027032,420,192,2025-01-15 04:46:30,3449.04,USA,San Francisco,UPI,SUCCESS,94118,224.85.115.169,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1022727,420,134,2025-01-24 04:20:40,6368.81,USA,New York,Debit Card,SUCCESS,47510,222.159.216.28,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1040916,422,65,2025-01-10 22:13:38,69977.74,India,Pune,UPI,SUCCESS,38160,10.88.193.248,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1011689,423,285,2025-01-07 04:59:25,1563.0,UAE,Abu Dhabi,Debit Card,SUCCESS,15856,182.224.20.33,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1020409,423,168,2025-01-12 03:25:00,747.29,USA,Chicago,NetBanking,SUCCESS,74210,20.76.99.111,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
