transaction_id,customer_id,merchant_id,transaction_time,amount,country,city,payment_method,status,device_id,ip_address
TXN1011824,1003,199,2025-01-02 23:11:07,3088.83,India,Delhi,UPI,SUCCESS,45179,142.66.138.210
TXN1035056,445,279,2025-01-02 23:11:51,1247.73,India,Hyderabad,Debit Card,SUCCESS,18385,39.194.236.203
TXN1002997,1375,242,2025-01-02 23:12:10,2432.64,India,Mumbai,UPI,FAILED,47538,25.183.40.38
TXN1018388,771,260,2025-01-02 23:12:28,517.75,India,Bangalore,UPI,SUCCESS,19358,146.147.177.131
TXN1031253,1085,289,2025-01-02 23:15:19,1531.67,India,Pune,UPI,SUCCESS,69420,214.199.148.100
TXN1049274,1982,142,2025-01-02 23:15:58,725.41,India,Delhi,UPI,SUCCESS,25695,35.254.229.218
TXN1005514,456,161,2025-01-02 23:18:14,2000.05,India,Hyderabad,UPI,SUCCESS,60832,254.31.175.159
TXN1012388,780,285,2025-01-02 23:19:29,1960.25,India,Pune,NetBanking,SUCCESS,75288,150.67.123.33
TXN1003807,831,129,2025-01-02 23:19:35,4848.14,India,Mumbai,Debit Card,SUCCESS,94395,67.152.107.43
TXN1020601,1136,106,2025-01-02 23:19:45,4351.57,India,Delhi,Wallet,SUCCESS,47440,247.54.138.169
TXN1046119,1339,173,2025-01-02 23:21:38,10529.71,India,Bangalore,Debit Card,SUCCESS,67804,223.172.35.120
TXN1049602,312,48,2025-01-02 23:22:35,383.97,India,Mumbai,Debit Card,SUCCESS,90518,253.26.13.95
TXN1044813,867,279,2025-01-02 23:23:25,1106.92,India,Hyderabad,UPI,SUCCESS,99692,65.57.254.222
TXN1000524,1501,106,2025-01-02 23:23:45,2484.3,India,Pune,UPI,SUCCESS,19741,89.104.141.37
TXN1016181,785,41,2025-01-02 23:23:58,25.9,USA,Dallas,UPI,SUCCESS,73821,74.248.52.141
TXN1039245,1448,252,2025-01-02 23:24:21,90.05,India,Hyderabad,UPI,SUCCESS,13023,98.227.198.66
TXN1032829,1072,142,2025-01-02 23:24:36,3009.32,USA,Dallas,Credit Card,SUCCESS,47335,139.218.126.176
TXN1003040,682,10,2025-01-02 23:25:43,410.73,India,Bangalore,Credit Card,SUCCESS,53934,248.90.167.181
TXN1029427,567,186,2025-01-02 23:25:47,284.71,UK,Manchester,NetBanking,SUCCESS,17931,186.45.173.182
TXN1029479,1112,191,2025-01-02 23:25:57,316.15,India,Hyderabad,Credit Card,SUCCESS,30793,40.204.100.6
TXN1016946,1491,207,2025-01-02 23:28:53,1471.65,India,Pune,UPI,SUCCESS,98036,186.167.226.186
TXN1047565,1446,290,2025-01-02 23:29:06,3444.92,India,Bangalore,Credit Card,SUCCESS,56148,251.20.167.231
TXN1000570,1807,189,2025-01-02 23:30:29,1076.59,India,Hyderabad,UPI,SUCCESS,61430,44.182.14.155
TXN1027535,1054,91,2025-01-02 23:30:58,3846.02,India,Hyderabad,UPI,SUCCESS,65089,68.167.252.183
TXN1045481,1593,159,2025-01-02 23:32:06,2753.09,India,Bangalore,UPI,SUCCESS,84641,165.56.210.106
TXN1022060,1318,149,2025-01-02 23:33:00,476.69,India,Pune,UPI,SUCCESS,83575,246.132.104.181
TXN1006335,1378,6,2025-01-02 23:33:27,2674.79,India,Mumbai,UPI,SUCCESS,72910,155.119.146.138
TXN1013963,1504,71,2025-01-02 23:33:29,2155.63,India,Delhi,Credit Card,SUCCESS,19356,21.26.67.201
TXN1012432,1452,255,2025-01-02 23:34:16,6642.75,India,Delhi,Credit Card,SUCCESS,29605,163.161.221.142
TXN1012420,90,8,2025-01-02 23:35:00,1878.56,India,Pune,UPI,SUCCESS,14601,162.50.81.126
TXN1032666,394,6,2025-01-02 23:35:12,827.36,India,Bangalore,UPI,SUCCESS,74800,61.103.141.50
TXN1043737,1150,58,2025-01-02 23:35:35,1397.19,India,Mumbai,UPI,SUCCESS,88075,174.159.64.95
TXN1041269,980,47,2025-01-02 23:36:16,224.58,India,Hyderabad,Wallet,SUCCESS,73832,33.153.52.150
TXN1042016,1003,228,2025-01-02 23:36:24,275.88,India,Pune,UPI,SUCCESS,41077,179.174.93.30
TXN1040832,378,48,2025-01-02 23:36:35,3126.43,India,Hyderabad,UPI,SUCCESS,80581,167.202.17.177
TXN1001733,1075,243,2025-01-02 23:37:08,350.55,India,Hyderabad,UPI,SUCCESS,75197,225.204.218.135
TXN1047409,266,278,2025-01-02 23:40:16,1513.27,India,Hyderabad,UPI,SUCCESS,37906,115.148.106.70
TXN1033189,1675,4,2025-01-02 23:40:53,3331.56,India,Bangalore,UPI,SUCCESS,83641,205.35.187.110
TXN1004928,696,299,2025-01-02 23:41:18,591.6,India,Mumbai,UPI,SUCCESS,62596,68.42.19.60
TXN1008227,1803,133,2025-01-02 23:42:45,10.0,India,Delhi,UPI,SUCCESS,53173,250.234.220.220
TXN1018576,1410,226,2025-01-02 23:45:11,52.97,USA,New York,Credit Card,SUCCESS,52061,152.104.78.193
TXN1032548,1680,270,2025-01-02 23:45:22,207.56,India,Delhi,Debit Card,SUCCESS,33290,206.172.30.154
TXN1049775,670,163,2025-01-02 23:45:46,258.45,India,Bangalore,Wallet,FAILED,47906,203.58.220.249
TXN1033543,741,92,2025-01-02 23:46:01,354.27,India,Delhi,Wallet,SUCCESS,66084,91.58.49.36
TXN1016414,1787,191,2025-01-02 23:46:24,578.14,India,Hyderabad,UPI,SUCCESS,40703,214.193.171.95
TXN1001138,546,290,2025-01-02 23:48:38,6825.27,India,Delhi,UPI,SUCCESS,60575,130.116.113.72
TXN1004891,1873,73,2025-01-02 23:49:36,730.48,India,Hyderabad,NetBanking,SUCCESS,59139,183.123.229.160
TXN1023063,1219,112,2025-01-02 23:49:40,3907.72,India,Hyderabad,UPI,FAILED,97183,31.167.229.45
TXN1031413,1465,147,2025-01-02 23:50:04,183.88,India,Bangalore,UPI,SUCCESS,35884,54.70.142.39
TXN1042670,1516,262,2025-01-02 23:50:24,85.95,India,Bangalore,Credit Card,FAILED,75395,70.23.5.201
TXN1002735,1145,64,2025-01-02 23:50:24,2670.6,India,Delhi,UPI,SUCCESS,91111,30.29.213.14
TXN1030739,1323,286,2025-01-02 23:51:39,2218.48,USA,New York,Debit Card,SUCCESS,30253,72.189.95.132
TXN1011935,1048,278,2025-01-02 23:53:35,1075.3,India,Mumbai,Credit Card,SUCCESS,34988,15.114.60.104
TXN1046331,910,267,2025-01-02 23:54:44,1429.29,India,Bangalore,UPI,SUCCESS,42010,106.14.159.7
TXN1016809,1519,240,2025-01-02 23:54:48,392.45,India,Delhi,Debit Card,SUCCESS,11120,115.45.79.231
TXN1035338,353,213,2025-01-02 23:54:56,773.09,Singapore,Singapore,UPI,SUCCESS,28903,151.142.57.224
TXN1008703,1507,34,2025-01-02 23:56:16,3779.98,India,Pune,Wallet,SUCCESS,55987,106.74.136.186
TXN1039080,28,28,2025-01-03 00:00:00,2582.55,USA,San Francisco,Debit Card,SUCCESS,20601,54.21.134.168
TXN1006634,1206,156,2025-01-03 00:00:59,5627.06,India,Pune,UPI,SUCCESS,81055,97.26.92.147
TXN1037704,28,294,2025-01-03 00:02:00,1347.03,India,Bangalore,UPI,SUCCESS,11073,106.99.25.111
TXN1043551,1043,6,2025-01-03 00:03:44,2767.12,India,Pune,Debit Card,SUCCESS,68579,179.170.53.40
TXN1044685,28,50,2025-01-03 00:04:00,3518.47,India,Pune,Debit Card,FAILED,46248,119.203.89.53
TXN1044699,311,193,2025-01-03 00:04:31,1418.82,India,Bangalore,Debit Card,SUCCESS,45528,104.52.18.150
TXN1014982,28,20,2025-01-03 00:05:00,807.48,India,Hyderabad,UPI,SUCCESS,58980,20.205.160.36
TXN1030928,28,208,2025-01-03 00:05:00,2811.47,India,Mumbai,UPI,SUCCESS,64385,128.241.33.98
TXN1042202,1924,153,2025-01-03 00:05:05,343.98,India,Bangalore,UPI,SUCCESS,36721,204.190.87.188
TXN1017411,1915,94,2025-01-03 00:06:05,1330.22,India,Pune,UPI,SUCCESS,21540,138.35.44.228
TXN1047534,1524,36,2025-01-03 00:06:23,450.41,India,Pune,NetBanking,SUCCESS,89814,46.151.227.201
TXN1040431,1689,217,2025-01-03 00:06:27,529.7,India,Bangalore,UPI,SUCCESS,57031,5.217.48.164
TXN1031529,1727,15,2025-01-03 00:06:28,52.19,UAE,Abu Dhabi,Credit Card,SUCCESS,57146,236.15.108.73
TXN1018400,28,171,2025-01-03 00:08:00,2948.03,India,Hyderabad,Credit Card,SUCCESS,41752,29.232.76.125
TXN1001718,1415,54,2025-01-03 00:08:31,1383.61,UK,Manchester,Debit Card,SUCCESS,99420,158.19.232.116
TXN1013678,623,60,2025-01-03 00:08:33,1895.12,India,Mumbai,UPI,SUCCESS,36141,21.136.176.167
TXN1005472,28,278,2025-01-03 00:09:00,2898.06,India,Bangalore,Credit Card,SUCCESS,59359,57.124.176.142
TXN1006773,654,52,2025-01-03 00:09:51,918.96,Singapore,Singapore,UPI,SUCCESS,36320,63.3.43.61
TXN1033818,1452,75,2025-01-03 00:10:24,2555.65,India,Mumbai,UPI,SUCCESS,16393,132.254.15.125
TXN1024387,786,8,2025-01-03 00:10:37,1322.73,India,Pune,Credit Card,SUCCESS,32811,65.202.68.184
TXN1025450,1840,282,2025-01-03 00:11:53,230.34,USA,Dallas,Debit Card,SUCCESS,16933,159.245.250.48
TXN1024809,300,286,2025-01-03 00:12:56,2249.04,USA,Dallas,UPI,SUCCESS,53344,21.125.123.56
TXN1034143,824,250,2025-01-03 00:14:38,766.07,India,Mumbai,Debit Card,SUCCESS,48108,57.242.88.149
TXN1022596,178,73,2025-01-03 00:14:53,567.93,India,Hyderabad,Credit Card,SUCCESS,39157,89.179.164.68
TXN1037084,412,199,2025-01-03 00:16:49,6364.88,Singapore,Singapore,UPI,SUCCESS,72046,102.92.223.88
TXN1042523,1,129,2025-01-03 00:17:06,3871.92,India,Hyderabad,UPI,SUCCESS,32553,234.141.178.244
TXN1029795,1903,179,2025-01-03 00:19:20,2023.58,India,Mumbai,UPI,SUCCESS,77418,251.136.72.95
TXN1048953,1847,286,2025-01-03 00:21:45,1352.57,India,Hyderabad,UPI,SUCCESS,23391,204.167.228.35
TXN1044585,842,169,2025-01-03 00:21:50,356.51,UK,London,Debit Card,FAILED,30058,9.241.200.224
TXN1048218,1062,179,2025-01-03 00:22:47,2675.97,India,Hyderabad,UPI,SUCCESS,26469,32.230.152.240
TXN1002607,1738,189,2025-01-03 00:23:16,4253.13,India,Mumbai,UPI,SUCCESS,21093,140.170.247.82
TXN1013329,1482,220,2025-01-03 00:23:36,493.33,India,Bangalore,UPI,SUCCESS,85952,212.92.119.56
TXN1027664,949,7,2025-01-03 00:23:41,1975.29,India,Mumbai,Credit Card,SUCCESS,37397,44.62.197.181
TXN1011721,1657,113,2025-01-03 00:24:42,1531.82,India,Hyderabad,UPI,SUCCESS,41404,81.192.51.46
TXN1000988,752,149,2025-01-03 00:27:53,1713.23,UAE,Dubai,Debit Card,SUCCESS,63662,237.216.38.3
TXN1029498,1764,164,2025-01-03 00:28:18,1439.96,India,Pune,UPI,SUCCESS,96401,76.39.4.103
TXN1039004,1562,89,2025-01-03 00:28:43,3684.2,Singapore,Singapore,Debit Card,SUCCESS,29606,61.48.125.225
TXN1032371,696,150,2025-01-03 00:30:13,2647.87,India,Hyderabad,Credit Card,SUCCESS,97936,242.248.98.146
TXN1014398,461,239,2025-01-03 00:31:28,2607.22,India,Bangalore,UPI,SUCCESS,46706,164.132.117.104
TXN1045200,1847,125,2025-01-03 00:32:01,886.33,India,Mumbai,UPI,SUCCESS,17605,170.123.246.220
TXN1027676,1097,147,2025-01-03 00:32:16,463.71,India,Delhi,UPI,SUCCESS,56639,42.161.182.189
TXN1024814,764,146,2025-01-03 00:34:03,705.35,India,Bangalore,UPI,SUCCESS,57293,173.119.83.192
TXN1038472,594,53,2025-01-03 00:34:25,2467.7,India,Mumbai,UPI,SUCCESS,48600,35.164.52.65
TXN1007041,758,145,2025-01-03 00:35:34,707.89,UAE,Abu Dhabi,UPI,SUCCESS,18623,26.10.161.94
TXN1034854,57,72,2025-01-03 00:36:16,1495.46,India,Pune,Debit Card,SUCCESS,14248,188.253.252.171
TXN1017895,938,296,2025-01-03 00:37:47,866.44,India,Bangalore,Credit Card,SUCCESS,13289,49.14.209.141
TXN1002955,1839,222,2025-01-03 00:37:49,2509.89,India,Delhi,NetBanking,SUCCESS,53725,216.49.221.134
TXN1019709,1967,295,2025-01-03 00:37:52,647.98,Singapore,Singapore,Debit Card,SUCCESS,10012,169.156.91.141
TXN1016031,1571,38,2025-01-03 00:37:57,136.76,India,Delhi,UPI,SUCCESS,43614,92.104.13.102
TXN1042720,984,147,2025-01-03 00:39:38,370.15,USA,San Francisco,Credit Card,FAILED,35971,78.73.68.15
TXN1005409,1318,203,2025-01-03 00:40:07,2520.62,India,Bangalore,Debit Card,SUCCESS,64042,196.158.194.97
TXN1048033,523,158,2025-01-03 00:41:05,783.54,India,Hyderabad,Debit Card,SUCCESS,50434,172.233.201.72
TXN1012775,359,29,2025-01-03 00:41:27,1798.49,UAE,Abu Dhabi,Debit Card,SUCCESS,31816,140.192.92.112
TXN1008007,1063,80,2025-01-03 00:41:33,4801.44,India,Bangalore,Debit Card,SUCCESS,18220,134.144.78.156
TXN1021361,1106,294,2025-01-03 00:41:36,3352.73,India,Mumbai,UPI,SUCCESS,40092,134.147.91.201
TXN1009744,899,214,2025-01-03 00:41:51,557.43,India,Mumbai,UPI,SUCCESS,24076,168.85.223.13
TXN1037600,1368,263,2025-01-03 00:43:09,227.28,India,Bangalore,UPI,SUCCESS,21201,245.33.123.210
TXN1002722,862,88,2025-01-03 00:45:11,5388.16,India,Bangalore,Credit Card,SUCCESS,50708,219.13.50.165
TXN1029581,103,34,2025-01-03 00:46:37,2159.9,India,Bangalore,Credit Card,SUCCESS,12384,182.239.108.205
TXN1043134,292,190,2025-01-03 00:47:33,108.02,India,Bangalore,Credit Card,SUCCESS,19702,83.90.129.55
TXN1046714,45,24,2025-01-03 00:48:28,1408.79,India,Mumbai,Debit Card,SUCCESS,47974,197.214.147.141
TXN1006894,56,218,2025-01-03 00:48:49,6558.44,India,Delhi,Credit Card,SUCCESS,45859,124.132.81.56
TXN1008906,617,264,2025-01-03 00:49:11,1358.89,India,Pune,Debit Card,SUCCESS,25140,99.215.111.139
TXN1020880,1579,54,2025-01-03 00:50:30,226.38,India,Pune,Wallet,SUCCESS,42556,121.66.28.36
TXN1046030,1054,257,2025-01-03 00:50:56,117908.9,India,Bangalore,UPI,SUCCESS,66241,202.36.237.183
TXN1037325,1648,100,2025-01-03 00:52:35,407.15,India,Hyderabad,Debit Card,SUCCESS,42507,251.38.69.197
TXN1045680,1045,127,2025-01-03 00:54:24,2935.11,India,Hyderabad,UPI,SUCCESS,18173,229.118.208.35
TXN1048622,3,219,2025-01-03 00:54:49,719.78,India,Delhi,Debit Card,SUCCESS,53096,220.80.94.187
TXN1032382,96,217,2025-01-03 00:54:56,507.85,India,Pune,Credit Card,SUCCESS,50636,58.230.223.129
TXN1033867,1384,85,2025-01-03 00:55:16,3998.41,India,Pune,Debit Card,SUCCESS,99002,163.245.246.112
TXN1038737,540,241,2025-01-03 00:55:47,1631.41,India,Mumbai,UPI,SUCCESS,53912,177.26.80.28
TXN1035390,1982,6,2025-01-03 00:55:50,2204.9,India,Mumbai,UPI,SUCCESS,34503,106.163.232.89
TXN1046635,1960,236,2025-01-03 00:56:26,347.24,India,Bangalore,Debit Card,SUCCESS,44305,84.88.33.227
TXN1030015,502,147,2025-01-03 00:56:57,84.08,India,Mumbai,UPI,SUCCESS,81100,151.20.108.76
TXN1014720,417,4,2025-01-03 00:58:30,358.04,India,Bangalore,NetBanking,FAILED,74024,243.94.59.50
TXN1047668,855,199,2025-01-03 00:59:03,3402.88,India,Mumbai,Credit Card,SUCCESS,74782,77.195.96.182
TXN1047613,1366,48,2025-01-03 00:59:42,5946.6,India,Delhi,Debit Card,SUCCESS,83486,75.233.16.214
TXN1017647,738,88,2025-01-03 01:00:04,1304.7,India,Hyderabad,Wallet,SUCCESS,10720,252.18.31.112
TXN1031871,179,235,2025-01-03 01:01:10,294.65,India,Hyderabad,UPI,SUCCESS,63341,130.219.117.209
TXN1007906,1405,230,2025-01-03 01:03:00,3846.37,India,Mumbai,Credit Card,FAILED,31906,138.41.214.47
TXN1001610,1690,90,2025-01-03 01:03:41,1961.71,India,Pune,UPI,SUCCESS,84944,128.159.31.215
TXN1028097,933,219,2025-01-03 01:05:49,2603.15,India,Pune,UPI,SUCCESS,66071,177.139.183.167
TXN1027836,1405,140,2025-01-03 01:06:00,4032.58,India,Pune,Credit Card,SUCCESS,24496,13.105.223.26
TXN1004254,1405,230,2025-01-03 01:06:00,726.48,India,Bangalore,UPI,SUCCESS,18378,39.39.7.120
TXN1010742,730,217,2025-01-03 01:06:48,2396.71,India,Hyderabad,UPI,SUCCESS,94085,6.7.185.240
TXN1046418,1264,282,2025-01-03 01:07:55,1016.72,India,Pune,Debit Card,SUCCESS,89188,20.195.144.219
TXN1023676,1405,188,2025-01-03 01:09:00,1902.01,India,Hyderabad,NetBanking,SUCCESS,27771,10.23.214.28
TXN1032042,1353,88,2025-01-03 01:09:56,147.26,India,Pune,UPI,SUCCESS,55349,161.156.26.124
TXN1005284,1760,58,2025-01-03 01:11:31,568.63,India,Mumbai,Debit Card,SUCCESS,43091,85.154.199.179
TXN1025465,1622,131,2025-01-03 01:13:24,3040.42,India,Mumbai,UPI,SUCCESS,93333,78.77.152.14
TXN1007777,376,103,2025-01-03 01:14:31,2519.08,India,Bangalore,Debit Card,SUCCESS,38819,68.254.166.190
TXN1043615,756,117,2025-01-03 01:17:05,632.77,India,Mumbai,Debit Card,SUCCESS,19379,35.246.22.140
TXN1031089,1609,45,2025-01-03 01:18:40,268.92,India,Hyderabad,Wallet,SUCCESS,56385,205.123.41.43
TXN1009638,338,115,2025-01-03 01:18:49,197.64,India,Bangalore,Credit Card,SUCCESS,71549,26.199.208.66
TXN1043078,443,193,2025-01-03 01:19:20,573.59,India,Hyderabad,UPI,SUCCESS,78793,227.181.26.199
TXN1034478,1397,263,2025-01-03 01:19:24,3559.51,USA,Dallas,UPI,FAILED,52173,131.61.43.81
TXN1041770,669,42,2025-01-03 01:20:14,12617.19,India,Hyderabad,Debit Card,SUCCESS,44464,151.125.42.121
TXN1028597,1513,250,2025-01-03 01:20:59,6352.31,India,Delhi,NetBanking,SUCCESS,84680,148.227.51.99
TXN1037686,545,198,2025-01-03 01:21:50,1940.13,India,Hyderabad,UPI,SUCCESS,40379,215.165.47.148
TXN1020792,1198,151,2025-01-03 01:23:25,1724.3,India,Delhi,Debit Card,SUCCESS,59958,60.249.154.153
TXN1026081,1101,103,2025-01-03 01:24:08,1347.86,India,Pune,Credit Card,SUCCESS,48068,17.86.152.67
TXN1004812,520,12,2025-01-03 01:24:26,2459.16,India,Pune,UPI,SUCCESS,93541,235.135.157.139
TXN1039498,1216,177,2025-01-03 01:25:30,1276.82,India,Hyderabad,Wallet,SUCCESS,88762,12.34.200.155
TXN1019271,652,96,2025-01-03 01:26:48,9757.72,India,Delhi,NetBanking,SUCCESS,80115,79.185.32.214
TXN1036191,603,289,2025-01-03 01:26:56,61.8,India,Pune,Credit Card,SUCCESS,62455,63.211.184.125
TXN1010423,998,84,2025-01-03 01:29:02,1196.32,India,Bangalore,Debit Card,SUCCESS,43308,78.22.136.147
TXN1008238,942,232,2025-01-03 01:29:43,1254.15,India,Mumbai,Debit Card,SUCCESS,17152,229.42.19.132
TXN1010247,560,265,2025-01-03 01:30:06,990.79,India,Pune,Credit Card,SUCCESS,24021,161.231.186.130
TXN1021684,104,278,2025-01-03 01:32:45,2611.58,India,Hyderabad,UPI,SUCCESS,56501,7.252.51.88
TXN1044954,861,5,2025-01-03 01:33:14,1223.32,USA,New York,UPI,SUCCESS,42059,77.80.5.35
TXN1037635,1246,97,2025-01-03 01:33:30,608.23,India,Mumbai,NetBanking,FAILED,54496,106.206.189.80
TXN1045618,198,201,2025-01-03 01:33:32,919.62,India,Mumbai,UPI,SUCCESS,35134,198.50.70.241
TXN1039827,586,213,2025-01-03 01:36:36,5439.25,India,Delhi,Debit Card,SUCCESS,65505,199.237.1.206
TXN1015283,738,202,2025-01-03 01:37:08,1859.01,UAE,Abu Dhabi,Credit Card,SUCCESS,60942,165.141.247.132
TXN1040975,1203,185,2025-01-03 01:38:06,814.11,India,Bangalore,UPI,SUCCESS,42204,13.78.167.52
TXN1026740,771,273,2025-01-03 01:40:48,150.01,India,Hyderabad,UPI,SUCCESS,59569,133.119.19.228
TXN1047729,513,263,2025-01-03 01:40:54,984.59,India,Mumbai,NetBanking,SUCCESS,67671,113.216.205.133
TXN1024051,816,235,2025-01-03 01:43:08,202.07,India,Hyderabad,NetBanking,SUCCESS,19200,35.210.212.129
TXN1029983,742,57,2025-01-03 01:43:20,1170.23,India,Hyderabad,Wallet,SUCCESS,49587,58.74.222.108
TXN1007845,1391,149,2025-01-03 01:43:40,1366.42,India,Mumbai,UPI,SUCCESS,10987,211.87.35.51
TXN1013879,1077,7,2025-01-03 01:45:22,1648.05,India,Hyderabad,NetBanking,SUCCESS,66131,96.33.178.110
TXN1032965,674,88,2025-01-03 01:45:24,253.17,India,Bangalore,Debit Card,FAILED,32068,178.143.4.27
TXN1004314,284,55,2025-01-03 01:45:33,2402.35,India,Pune,UPI,SUCCESS,89750,6.43.138.204
TXN1048160,1626,126,2025-01-03 01:45:40,1310.4,India,Mumbai,UPI,SUCCESS,65757,99.232.97.91
TXN1036605,1406,218,2025-01-03 01:45:44,640.17,India,Mumbai,UPI,SUCCESS,11233,148.203.51.114
TXN1038034,183,158,2025-01-03 01:46:14,417.25,India,Mumbai,UPI,SUCCESS,85355,245.64.77.252
TXN1037393,368,223,2025-01-03 01:48:23,1314.0,India,Hyderabad,Credit Card,SUCCESS,23922,250.29.247.187
TXN1000182,1242,278,2025-01-03 01:48:35,22.23,India,Bangalore,Debit Card,SUCCESS,51386,152.164.47.104
TXN1021988,1067,214,2025-01-03 01:48:55,2614.04,India,Mumbai,Debit Card,SUCCESS,62900,154.151.186.194
TXN1025868,1938,44,2025-01-03 01:49:31,2746.51,India,Bangalore,NetBanking,SUCCESS,41701,106.217.206.216
TXN1028828,1147,291,2025-01-03 01:50:11,2567.09,India,Mumbai,Debit Card,SUCCESS,88217,97.40.246.233
TXN1002082,389,140,2025-01-03 01:50:48,907.92,India,Delhi,Debit Card,SUCCESS,50323,45.218.37.240
TXN1001651,967,29,2025-01-03 01:51:44,3880.13,India,Pune,Wallet,SUCCESS,48667,228.222.50.160
TXN1021542,1278,74,2025-01-03 01:53:29,3249.19,UAE,Dubai,UPI,SUCCESS,59328,121.4.169.23
TXN1037363,270,137,2025-01-03 01:56:05,326.35,India,Delhi,UPI,SUCCESS,25541,131.229.179.218
TXN1004023,611,112,2025-01-03 01:56:48,197.65,India,Hyderabad,UPI,FAILED,27108,56.23.33.113
TXN1042539,1293,45,2025-01-03 01:56:48,1469.74,India,Bangalore,NetBanking,SUCCESS,47623,41.114.221.131
TXN1003348,1803,220,2025-01-03 01:57:09,1039.15,India,Pune,UPI,SUCCESS,44812,20.96.212.179
TXN1022211,234,13,2025-01-03 01:57:12,1430.07,India,Mumbai,Debit Card,SUCCESS,93877,180.158.15.71
TXN1035139,735,138,2025-01-03 01:59:49,4761.78,India,Delhi,NetBanking,FAILED,36168,9.112.45.144
TXN1024945,1762,38,2025-01-03 02:01:03,81.36,India,Bangalore,UPI,SUCCESS,14663,229.93.29.223
TXN1014567,1783,263,2025-01-03 02:01:29,1624.52,UK,Manchester,UPI,SUCCESS,17011,133.235.6.129
TXN1033912,1764,266,2025-01-03 02:02:19,494.49,UAE,Abu Dhabi,Debit Card,SUCCESS,89872,86.248.145.198
TXN1012008,439,8,2025-01-03 02:04:50,1001.54,India,Mumbai,Credit Card,SUCCESS,80179,109.177.38.126
TXN1032849,1601,187,2025-01-03 02:11:05,890.04,India,Mumbai,UPI,SUCCESS,77424,124.57.39.215
TXN1035242,1976,122,2025-01-03 02:11:10,2423.84,UAE,Abu Dhabi,UPI,SUCCESS,26274,125.110.223.244
TXN1032613,324,178,2025-01-03 02:11:11,2456.57,Singapore,Singapore,UPI,SUCCESS,83534,27.45.62.169
TXN1031391,1601,54,2025-01-03 02:12:29,656.98,India,Hyderabad,Wallet,SUCCESS,50340,252.105.172.45
TXN1003998,610,121,2025-01-03 02:13:11,1640.75,UK,Manchester,UPI,SUCCESS,11554,141.229.64.66
TXN1013782,1507,68,2025-01-03 02:14:06,1028.95,India,Pune,UPI,FAILED,57591,14.220.212.252
TXN1044436,1958,151,2025-01-03 02:14:59,361.58,USA,New York,UPI,SUCCESS,28744,193.133.28.163
TXN1007519,887,107,2025-01-03 02:15:05,1846.33,India,Pune,NetBanking,SUCCESS,44212,252.51.196.111
TXN1034106,1847,138,2025-01-03 02:15:10,2463.34,India,Hyderabad,NetBanking,SUCCESS,17392,114.114.165.89
TXN1047170,651,28,2025-01-03 02:15:41,1712.93,India,Mumbai,UPI,SUCCESS,55835,59.198.210.171
TXN1023210,1969,295,2025-01-03 02:19:04,363.19,USA,San Francisco,UPI,SUCCESS,29761,18.214.25.205
TXN1013858,585,199,2025-01-03 02:19:22,5478.42,USA,Dallas,UPI,SUCCESS,55506,139.38.85.33
TXN1040089,1742,92,2025-01-03 02:20:37,583.79,India,Delhi,Debit Card,SUCCESS,59267,205.163.151.58
TXN1018010,1349,237,2025-01-03 02:20:42,1745.54,India,Pune,Debit Card,SUCCESS,71110,115.166.171.226
TXN1004984,1597,230,2025-01-03 02:20:44,110.59,Singapore,Singapore,UPI,SUCCESS,55936,61.23.67.214
TXN1022991,175,8,2025-01-03 02:21:16,3495.67,India,Pune,Credit Card,SUCCESS,38176,180.210.66.33
TXN1033177,1922,157,2025-01-03 02:22:00,1101.06,India,Hyderabad,Credit Card,SUCCESS,31794,162.187.238.149
TXN1001434,1434,188,2025-01-03 02:24:43,1919.88,India,Mumbai,Debit Card,SUCCESS,36879,64.191.250.163
TXN1044778,1830,216,2025-01-03 02:24:56,3024.39,India,Bangalore,Debit Card,SUCCESS,74553,192.108.114.119
TXN1029744,1931,161,2025-01-03 02:25:05,526.33,India,Pune,UPI,SUCCESS,17118,50.46.93.75
TXN1004588,563,87,2025-01-03 02:25:22,947.81,India,Delhi,UPI,SUCCESS,95892,216.56.198.232
TXN1038911,957,219,2025-01-03 02:25:59,267.07,India,Delhi,UPI,SUCCESS,95842,15.173.182.254
TXN1017415,648,210,2025-01-03 02:26:37,1262.9,India,Pune,UPI,SUCCESS,95216,245.112.189.36
TXN1042820,1936,198,2025-01-03 02:26:45,6415.54,India,Pune,UPI,SUCCESS,19562,144.220.181.193
TXN1033602,1173,18,2025-01-03 02:27:48,2264.72,India,Pune,Credit Card,SUCCESS,84080,150.186.44.77
TXN1023202,1309,262,2025-01-03 02:28:36,2794.51,India,Delhi,NetBanking,SUCCESS,75592,75.67.102.133
TXN1042753,104,294,2025-01-03 02:29:35,1451.28,India,Hyderabad,NetBanking,SUCCESS,70031,185.153.47.216
TXN1014727,468,95,2025-01-03 02:31:15,276.86,India,Delhi,Debit Card,FAILED,60056,2.34.104.35
TXN1029850,1806,225,2025-01-03 02:31:50,2295.04,India,Delhi,Wallet,SUCCESS,68386,220.201.164.133
TXN1029063,1763,283,2025-01-03 02:32:35,232.83,India,Delhi,Credit Card,FAILED,11541,188.52.87.12
TXN1026964,1113,175,2025-01-03 02:33:11,229.15,India,Hyderabad,UPI,FAILED,76001,103.100.13.9
TXN1021682,924,109,2025-01-03 02:35:17,1127.19,India,Pune,UPI,SUCCESS,52269,221.202.72.96
